country,harbour_cd,harbour_name
FRA,FRGAT,Gap
FRA,FRSLA,GareSaint-Laud/Angers
FRA,FRGLG,Garges-ls-Gonesse
FRA,FRGVL,Gennevilliers
FRA,FRGTN,Gents
FRA,FRGEX,Gex
FRA,FRGIN,Giens
FRA,FRGIS,Givors
FRA,FRGJE,GolfeJuan
FRA,FRONE,Gonesse
FRA,FRGLO,Gonfreville-l'Orcher
FRA,FRGR5,Goury
FRA,FRF2N,Gouville-sur-Mer
FRA,FRGCP,Grandcamp
FRA,FRGRC,Grand-Couronne
FRA,FRGPO,Grand-Fort-Philippe
FRA,FRGQE,GrandPiquey
FRA,FRGBC,Grandpuits-Bailly-Carrois
FRA,FRGFR,Granville
FRA,FRGRS,Grasse
FRA,FRGRV,Gravelines
FRA,FRGV6,Gravette
FRA,FRGRK,Grenade
FRA,FRGNB,Grenoble
FRA,FRGRA,Gretz-Armainvilliers
FRA,FRG2X,Groix
FRA,FRWGE,Gruissan
FRA,FRGRE,Guillotire/Lyon
FRA,FRGVC,Guilvinec
FRA,FRGUI,Guingamp
FRA,FRGMS,Gujan-Mestras
FRA,FRGUE,Guret
FRA,FRGB2,Guthary
FRA,FRGV5,Gvres
FRA,FRHAE,Hagondange
FRA,FRHAG,Haguenau
FRA,FRHNE,Han-sur-Meuse
FRA,FRHRF,Harfleur
FRA,FRHSA,Hauteville-sur-Mer
FRA,FRHEN,Hendaye
FRA,FRHET,Hennebont
FRA,FRHEB,Hnin-Beaumont
FRA,FRHDO,Hoedic
FRA,FRHON,Honfleur
FRA,FRHOU,Hourcade
FRA,FRHOE,Hrdt
FRA,FRHUN,Huningue
FRA,FRIRI,Irigny
FRA,FRISM,Isigny-sur-Mer
FRA,FRISS,Issoire
FRA,FRIT2,Ittenheim
FRA,FRIZO,Izon
FRA,FRJLP,Juan-les-Pins
FRA,FRJUV,Juvisy-sur-Orge
FRA,FRKSL,Kastellac'h
FRA,FRKUK,Kerdruc
FRA,FRKRE,Kerlouan
FRA,FRKOK,Kerroch
FRA,FRKSI,Korjou/Saint-Michel
FRA,FRKOC,Krascout
FRA,FRKTK,Krity
FRA,FRBR5,LaBarbotire
FRA,FRLDM,LaBarre-de-Monts
FRA,FRBTD,laBastide/Bordeaux
FRA,FRLBY,LaBaule
FRA,FRBE5,LaBelleEtoile
FRA,FRLCH,laChapelle
FRA,FRLCT,LaCiotat
FRA,FRLC5,LaCotinire
FRA,FRLAC,Lacq
FRA,FRLXV,LaCroix-Valmer
FRA,FRCF7,LaDouane(Lge-Cap-Ferret)
FRA,FRLFK,LaFlotte/ledeR
FRA,FRLZF,LaFort-Fouesnant
FRA,FRLF3,LaFosse
FRA,FRLFY,LaFresnaye-au-Sauvage
FRA,FRLHH,LaHume
FRA,FRAS3,L'Aiguillon-sur-Mer
FRA,FRAHZ,L'Alpe-d'Huez
FRA,FRLMA,LaMadeleine
FRA,FRLR9,Lamarque
FRA,FRMR4,LaMartinire
FRA,FRLMD,laMde
FRA,FRLM7,LaMeule
FRA,FRLM5,LaMole(Gujan-mestras)
FRA,FRZEU,Lampaul-Plouarzel
FRA,FRLE6,Landeda
FRA,FRLDN,Landerneau
FRA,FRLN4,Landevennec
FRA,FRLDV,Landivisiau
FRA,FRLR5,Landrellec
FRA,FRANO,Langon
FRA,FRLAN,Langres
FRA,FRLN5,Langrune-sur-Mer
FRA,FRDUT,Lanildut
FRA,FRLO6,Lanmodez
FRA,FRLAI,Lannion
FRA,FRLJA,Lanton
FRA,FRLAO,Laon
FRA,FRLPE,laPallice
FRA,FRPM5,LaPalmyre
FRA,FRPS6,LaPasserelle
FRA,FRPLG,LaPlagne
FRA,FRLPA,LaPoterie-Cap-d'Antifer
FRA,FRPUI,LaPuye
FRA,FRAC5,L'Arcoust/Cornec
FRA,FRLAD,l'Ardoise
FRA,FRLB3,Larmor-Baden
FRA,FRLP4,Larmor-Plage
FRA,FRLR8,LaRocheJaune
FRA,FRLRH,LaRochelle
FRA,FREDM,LaRoche-sur-Yon
FRA,FRLO4,Larros
FRA,FRRN4,LARUNION
FRA,FRLV4,Larvor
FRA,FRYNE,LaSeyne-sur-Mer
FRA,FRTDB,LaTeste-de-Buch
FRA,FRLDC,Latour-de-Carol
FRA,FRLT3,LaTranche-sur-Mer
FRA,FRTRB,LaTremblade
FRA,FRTN2,LaTrinite
FRA,FRMHB,LaTrinit-sur-Mer
FRA,FRTBE,LaTurballe
FRA,FRLR4,Lauberlac'h
FRA,FRLAU,Lauterbourg
FRA,FRLVA,Laval
FRA,FRLAT,Lavelanet
FRA,FRLVV,LaVeuve
FRA,FRVI2,LaVigne
FRA,FRVIO,laViotte
FRA,FRLAV,Lavra
FRA,FRBCJ,LeBarcars
FRA,FRLBM,LeBlanc-Mesnil
FRA,FRBN4,LeBonhomme
FRA,FRLBQ,LeBoucau
FRA,FRLEB,LeBoulou
FRA,FRLBG,LeBourgetApt/Paris
FRA,FRBL5,LeBrusc
FRA,FRCA7,LeCanal
FRA,FRCA5,LeCanon
FRA,FRLI4,Lechiagat
FRA,FRHTR,LeChteau-d'Olron
FRA,FRCE9,LeCollet
FRA,FRCQ2,LeConquet
FRA,FRLCR,LeCreusot
FRA,FROII,LeCroisic
FRA,FROTY,LeCrotoy
FRA,FRIDX,le-d'Aix
FRA,FRHMX,le-de-Batz
FRA,FRIHR,le-de-Brhat
FRA,FRME5,ledeMolne
FRA,FRSI3,ledeSein
FRA,FRHOT,le-d'Houat
FRA,FRDUU,LeDouhet
FRA,FRLFR,LeFrt
FRA,FRIRR,le-Grande
FRA,FRGE3,LeGrandEtierdeSallertaine
FRA,FRLGR,LeGrau-du-Roi
FRA,FRLGU,leGuildo
FRA,FRGE2,LeGuildo
FRA,FRUCM,L'Eguille
FRA,FRLEH,LeHavre
FRA,FRVNO,LeLavandou
FRA,FRME2,LeMagouer
FRA,FRLME,LeMans
FRA,FRMI3,LeMigron
FRA,FRMI4,LeMorin
FRA,FRLEN,Lens
FRA,FRPDW,LePaindeSucre
FRA,FRLP2,LePalais
FRA,FRLEP,LePassage
FRA,FRPXN,LePellerin
FRA,FRPTQ,LePetit-Quevilly
FRA,FRCFP,LePhare(Lge-Cap-Ferret)
FRA,FREL2,L'Epoids
FRA,FRPD3,LePouldu
FRA,FRPL4,LePouliguen
FRA,FRLPY,LePuy-en-Velay
FRA,FRXRA,LeRevest-les-Eaux
FRA,FRRE2,LeRocher
FRA,FRLAR,LesArcs
FRA,FRBS3,LesBrochets
FRA,FRCH9,LesChamps
FRA,FRLKL,Lesconil
FRA,FRDXA,LesDeuxAlpes
FRA,FRIDH,lesduGolfeduMorbihan
FRA,FRLBI,LeSequestreApt/Albi
FRA,FRGG2,LesGougins,Saint-Marcouf
FRA,FRJJT,LesJacquets
FRA,FRLLA,lesLaumes
FRA,FRMD7,LesMonards
FRA,FRLSO,LesSables-d'Olonne
FRA,FRL65,Lessy
FRA,FRLUL,LesUlis
FRA,FRHHL,LeTeich
FRA,FRTDF,LeTinduff
FRA,FRLTQ,LeTouquet-Paris-Plage
FRA,FRLTR,LeTrport
FRA,FRUTE,Leucate
FRA,FRLVE,LeVerdon-sur-Mer
FRA,FRVM6,LeVivier-sur-Mer
FRA,FRYU3,LeYaudet
FRA,FRLF2,Lge-Cap-Ferret
FRA,FRHID,L'Herbaudiere
FRA,FRHB3,L'Herbe
FRA,FRLHP,L'Hospitalet-Pas-de-la-Case
FRA,FRLIB,Libourne
FRA,FRLLE,Lille
FRA,FRLIG,Limoges
FRA,FRLIV,Lingreville
FRA,FRLM2,Lion-sur-Mer
FRA,FRLIA,L'Isle-d'Abeau
FRA,FRIDY,L'le-d'Yeu
FRA,FRILR,L'le-Rousse
FRA,FRHR3,Locmaria
FRA,FRLR3,Locmariaquer
FRA,FRLQ3,Locmiquelic
FRA,FRLQ4,Locquemeau
FRA,FRLQ5,Locquirec
FRA,FRLOC,Loctudy
FRA,FRGPA,Loguivy-Plougras
FRA,FRLN3,Lomener
FRA,FRGU6,Longueval
FRA,FRLON,Longueville
FRA,FRLOY,Longwy
FRA,FRLLS,Lons-le-Saunier
FRA,FRLRT,Lorient
FRA,FRL9R,Lorignac
FRA,FRLDE,Lourdes
FRA,FRUVR,Louvres
FRA,FRLM8,Luc-sur-Mer
FRA,FRLUM,Lumes
FRA,FRLIO,Lyon
FRA,FRLYO,Lyons-la-Fort
FRA,FRLEZ,Lzardrieux
FRA,FRMCQ,Macau
FRA,FRMCI,Macinaggio
FRA,FRMAL,Malesherbes
FRA,FRMND,Mandelieu-la-Napoule
FRA,FRMAN,Mantes-la-Jolie
FRA,FRMRN,Marans
FRA,FRM2R,Marennes
FRA,FRMGN,Marignane
FRA,FRMAR,Marmande
FRA,FRMLV,Marne-la-Valle
FRA,FRMWR,Marseillan
FRA,FRMRS,Marseille
FRA,FRMTU,Martigues
FRA,FRMAU,Maubeuge
FRA,FRMAC,Mcon
FRA,FRMEA,Meaux
FRA,FRMVV,Megve
FRA,FRMEL,Melun
FRA,FRMEN,Mende
FRA,FRN6A,Meneac
FRA,FRETN,Menton
FRA,FRMI7,Merrien
FRA,FRMO5,Meschers-sur-Gironde
FRA,FRMZM,Metz
FRA,FRMM4,Meyran
FRA,FRMIG,Migennes
FRA,FR88T,Milhavet
FRA,FRMIL,Millau
FRA,FRM6M,Mimet
FRA,FRMMZ,Mimizan
FRA,FRMI2,Mindin
FRA,FRMIR,Miramas
FRA,FRMIM,Mitry-Mory
FRA,FRMDN,Modane
FRA,FRMI5,Mogueriec
FRA,FRMOL,Molsheim
FRA,FRMOS,Montargis
FRA,FRMOE,Montataire
FRA,FRMOT,Montauban
FRA,FRMTD,Montbliard
FRA,FRMOC,Montchanin
FRA,FRMDM,Mont-de-Marsan
FRA,FRMTR,Montereau-Fault-Yonne
FRA,FRMTM,Montlimar
FRA,FRMCU,Montluon
FRA,FRMM6,Montmartin-sur-Mer
FRA,FRMTX,Montoir-de-Bretagne
FRA,FRHHE,Montoulieu
FRA,FRMPL,Montpellier
FRA,FRMSM,Mont-Saint-Martin
FRA,FRMQ6,Montval-sur-Loir
FRA,FRMCX,Morcenx
FRA,FRMG8,Morgat
FRA,FRMXN,Morlaix
FRA,FRMR3,Mornac-sur-Seudre
FRA,FR8MG,Morosaglia
FRA,FRMSG,Mortagne-sur-Gironde
FRA,FRMOR,Morteau
FRA,FRMM5,MoulinMer
FRA,FRMOU,Moulins
FRA,FRMO7,Mousterlin
FRA,FRMFX,Mribel
FRA,FRMLH,Mulhouse
FRA,FRMUN,MulhouseNord
FRA,FREZE,Mze
FRA,FRMEZ,Mzidon-Canon
FRA,FRENC,Nancy
FRA,FRNAN,Nanterre
FRA,FRNTE,Nantes
FRA,FRNAE,Nantes-Armes
FRA,FRNAR,Narbonne
FRA,FRNE6,Ncy
FRA,FRNMS,Nemours
FRA,FRNEU,Neufchteau
FRA,FRNES,Neussargues-Moissac
FRA,FRNVS,Nevers
FRA,FRNCE,Nice
FRA,FRNIT,Niort
FRA,FRFNI,Nmes
FRA,FRNOI,Noirmoutier-en-l'le
FRA,FRNLS,Noisy-le-Sec
FRA,FRNUO,Nord-Boulogne
FRA,FROI2,Omonville
FRA,FRORA,Orange
FRA,FRO2A,Oras
FRA,FRORR,Orlans
FRA,FRROO,OrlansSta/Rouen
FRA,FROTM,Ottmarsheim
FRA,FROS2,Ouessant
FRA,FROUI,Ouistreham
FRA,FROUL,Oullins
FRA,FROYO,Oyonnax
FRA,FRPBF,Paimboeuf
FRA,FRPAI,Paimpol
FRA,FRPAF,Palavas-les-Flots
FRA,FRTIN,Pantin
FRA,FRPLM,Paray-le-Monial
FRA,FRPAR,Paris
FRA,FRPUF,Pau
FRA,FRPAP,Pauillac
FRA,FRPPM,Pempoul
FRA,FRPHE,Penhors
FRA,FRPGF,Perpignan
FRA,FRPRY,Perrigny
FRA,FRPS9,Perros
FRA,FRPGR,Perros-Guirec
FRA,FRPET,Petit-Couronne
FRA,FRPUP,PetitPiquey
FRA,FRZ7P,Pezens
FRA,FREPL,pinal
FRA,FRPI4,Piraillan
FRA,FRPIR,Piriac-sur-Mer
FRA,FRPI2,Pirou
FRA,FRPBY,Pleubian
FRA,FRPU4,Plouescat
FRA,FRPLO,Plougasnou
FRA,FRPGC,Plougrescant
FRA,FRPA2,Plouguerneau
FRA,FRPMH,Ploumanac'h
FRA,FRPPN,Pointe-A-Pitre
FRA,FRPOI,Poissy
FRA,FRPIS,Poitiers
FRA,FRPON,Pontarlier
FRA,FRPDA,Pont-d'Ain
FRA,FRPO3,PontdelaCorde
FRA,FRPAB,Pont-l'Abb
FRA,FRPAM,Pont--Mousson
FRA,FRPOX,Pontrieux
FRA,FRPRC,Pornic
FRA,FRPHQ,Pornichet
FRA,FREMR,Porquerolles
FRA,FRPBC,PorsBeach
FRA,FRPCV,Porscave
FRA,FRPE3,Pors-Even
FRA,FRPSI,Pors-Gelin
FRA,FRPH8,PorsPoulhan
FRA,FRXFK,Port-Aux-Franais
FRA,FRPBA,Portbail
FRA,FRPB2,Port-Blanc
FRA,FRPDB,Port-de-Bouc
FRA,FRPG5,PortdeGoule
FRA,FRLM6,PortdeLaMarchale
FRA,FRPDP,Port-de-Piles
FRA,FRPDH,Port-des-Barques
FRA,FRSC9,PortdesCallonges(Saint-Ciers-sur-Gironde)
FRA,FR6AC,PortduBetey(Andernos-les-Bains)
FRA,FRPBP,PortduBloscon
FRA,FRPR2,Port-du-Plomb
FRA,FRPDR,Port-du-Rhin/Strasbourg
FRA,FRRTB,Port-en-Bessin-Huppain
FRA,FRPOR,Portes-ls-Valence
FRA,FRP9S,PortesNeuves
FRA,FRPSS,Portet-Saint-Simon
FRA,FRPRJ,Port-Joinville
FRA,FRPJE,Port-Jrme
FRA,FRNOU,Port-la-Nouvelle
FRA,FRPL5,PortLay
FRA,FRPZ3,Port-Lazo
FRA,FRPF2,PortleFour
FRA,FRPPL,Port-Louis
FRA,FRPM6,PortManec'h
FRA,FRPM4,Port-Maubert
FRA,FRPT4,PortNeuf
FRA,FRPN6,PortNord
FRA,FRPO4,Porto
FRA,FRPVO,Porto-Vecchio
FRA,FRPSL,Port-Saint-Louis-du-Rhne
FRA,FRPR6,Portsall
FRA,FRPT3,PortTudy
FRA,FRPOV,Port-Vendres
FRA,FRPVU,Pourville
FRA,FRPI9,Prefailles
FRA,FRPGX,Prigueux
FRA,FRPRV,Privas
FRA,FRPRP,Propriano
FRA,FRQUL,Querqueville
FRA,FRQUI,Quiberon
FRA,FRQRU,Quiberville
FRA,FRUIP,Quimper
FRA,FRESO,ragny
FRA,FRRR2,Raguenes
FRA,FRR7V,Raveau
FRA,FRRO3,Ravenoville
FRA,FRR45,Rebrchien
FRA,FRRDN,Redon
FRA,FRRVM,Regneville-sur-Mer
FRA,FRREI,Reichstett
FRA,FRRHE,Reims
FRA,FRREM,Remoulins
FRA,FRRNS,Rennes
FRA,FRREV,Revigny-sur-Ornain
FRA,FRRIC,Richwiller
FRA,FRIEC,Riec-sur-Blon
FRA,FRRIO,Riom
FRA,FRXXX,RISInlandwaterways
FRA,FRRIV,Rivesaltes
FRA,FRRNE,Roanne
FRA,FRRCO,Rochefort
FRA,FRRDZ,Rodez
FRA,FRROG,Rognac
FRA,FRRSS,Romilly-sur-Seine
FRA,FRRON,Roncq
FRA,FRRSA,Roquebrune-sur-Argens
FRA,FRRA3,Rosbras
FRA,FRRO4,Roscanvel
FRA,FRROS,Roscoff
FRA,FRRV4,Rostiviec
FRA,FRROU,Roubaix
FRA,FRRUB,Roubaril
FRA,FRURO,Rouen
FRA,FRSHE,Roullet-Saint-Estphe
FRA,FRRYN,Royan
FRA,FRRUE,Rueil-Malmaison
FRA,FRRUN,Rungis
FRA,FRRWI,Rville
FRA,FRSAB,Sablon
FRA,FR6SE,Sains-en-Gohelle
FRA,FRSTR,Saint-Amour
FRA,FRSZB,Saint-Andr-de-Cubzac
FRA,FRSAE,Saint-Andr-de-l'Eure
FRA,FRSBI,Saint-Aubin-sur-Mer
FRA,FRSTA,Saint-Avold
FRA,FRRCM,Saint-Briac-sur-Mer
FRA,FRSBK,Saint-Brieuc
FRA,FRAMA,Saint-Chamas
FRA,FRSTC,Saint-Claude
FRA,FRS2C,Saint-Cyprien,Pyrnes-Orientales
FRA,FRSCY,Saint-Cyprien/Toulouse
FRA,FRSDI,Saint-Di
FRA,FRSRW,Sainte-Barbe
FRA,FRSW6,Sainte-Gemme-en-Sancerrois
FRA,FRSM5,Sainte-Marie-du-Mont
FRA,FRSM6,Sainte-Marine
FRA,FRZMX,Sainte-Maxime
FRA,FRXSR,Saintes-Maries-de-la-Mer
FRA,FRSPH,Saint-Estphe,Mdoc
FRA,FREC5,Saint-Euphraise-Et-Clairizet
FRA,FRSE2,Saint-Evette
FRA,FRLYS,Saint-ExupryApt/Lyon
FRA,FRZFB,Saint-Florent
FRA,FRSGD,Saint-Germain-au-Mont-d'Or
FRA,FRSG9,Saint-Germain-sur-Ay
FRA,FRGN5,Saint-Gibrien
FRA,FRXGV,Saint-Gilles-Croix-de-Vie
FRA,FRGN3,Saint-Guenole
FRA,FRJAM,Saint-Jacut-de-la-Mer
FRA,FRZJZ,Saint-Jean-de-Luz
FRA,FRSJD,Saint-Jean-de-Maurienne
FRA,FRSTJ,Saint-Jory
FRA,FRS5Y,Saint-Julien-D'Eymet
FRA,FRSJG,Saint-Julien-en-Genevois
FRA,FRSLO,Saint-L
FRA,FRSL5,Saint-Laurent-de-la-Salanque
FRA,FRSL8,Saint-Laurent-sur-Mer
FRA,FRSTL,Saint-Louis
FRA,FRLOU,Saint-Louis-de-Montferrand
FRA,FRSML,Saint-Malo
FRA,FRLU2,Saint-Mandrier-sur-Mer
FRA,FR6M4,Saint-Martin-de-Gurson
FRA,FRS2R,Saint-Martin-de-R
FRA,FRSNR,Saint-Nazaire,Loire-Atlantique
FRA,FRSNP,Saint-Nazaire,Pyrnes-Orientales
FRA,FRSZI,Saint-Nazaire-sur-Charente
FRA,FRSTO,Saint-Omer
FRA,FRS29,Saint-Pabu
FRA,FRSQ2,Saint-Quay-Portrieux
FRA,FRSTQ,Saint-Quentin
FRA,FRSQF,Saint-Quentin-Fallavier
FRA,FRSRA,Saint-Rambert-d'Albon
FRA,FRSRL,Saint-Raphal
FRA,FRSU6,Saint-Seurin-d'Uzet
FRA,FREBU,Saint-tienne
FRA,FRTRJ,Saint-Trojan
FRA,FR5TB,Saint-Trojan-les-Bains
FRA,FRSTP,Saint-Tropez
FRA,FRSV3,Saint-Valery-en-Caux
FRA,FRSVS,Saint-Valry-sur-Somme
FRA,FRSV5,Saint-Vivien-de-Mdoc
FRA,FRSWD,Saint-Wandrille-Ranon
FRA,FRSAL,Salaise-sur-Sanne
FRA,FRSH8,Salinsd'Hyres
FRA,FRYNR,Sanary-sur-Mer
FRA,FRSRR,Sancerre
FRA,FRS4P,Santa-Maria-Poghju
FRA,FRSE3,Santec
FRA,FRSAR,Sarreguemines
FRA,FRYSZ,Sarzeau
FRA,FRSAU,Saumur
FRA,FRS22,Sausset-les-Pins
FRA,FRSO6,Sauzon
FRA,FRSAV,Saverne
FRA,FR4ML,Sceaux-d'Anjou
FRA,FRSN4,Sene
FRA,FRSEN,Sens
FRA,FRSEC,Serre-Chevalier
FRA,FRSIB,Sibelin
FRA,FRSFP,Six-Fours-les-Plages
FRA,FRSEL,Slestat
FRA,FRSOI,Soissons
FRA,FRSOZ,Solenzara
FRA,FRSXD,SophiaAntipolis
FRA,FRSOT,Sotteville-ls-Rouen
FRA,FROUB,Soubise
FRA,FRWWS,Soussans
FRA,FRCG2,St-Cast-le-Guildo
FRA,FRCM9,St-Christoly-Medoc
FRA,FRSET,Ste
FRA,FRGO2,StGeorgesd'Oleron
FRA,FRGC2,StGilles-Croix-de-Vie
FRA,FRSXB,Strasbourg
FRA,FRVH2,St-Vaast-la-Hougue
FRA,FRSUR,Survilliers
FRA,FRSEV,Svres
FRA,FRTII,Talais
FRA,FRTG4,Talmont-sur-Gironde
FRA,FRELS,taples
FRA,FRTAB,Tarbes
FRA,FRTAR,Tarnos
FRA,FRTST,Taussat
FRA,FRTEZ,Terenez
FRA,FRTER,Tergnier
FRA,FRTHA,Thann
FRA,FRTVL,Thionville
FRA,FRT7B,Thizy-les-Bourgs
FRA,FRTRY,Thoiry
FRA,FRTHO,Thonon-les-Bains
FRA,FRTHS,Thouars
FRA,FRTGF,Tignes
FRA,FRTI7,Tizzano
FRA,FRTON,Tonnay-Charente
FRA,FRTOR,Torcy
FRA,FRTOU,Toul
FRA,FRTOO,ToulBroch
FRA,FRTLN,Toulon
FRA,FRTLS,Toulouse
FRA,FRTOG,Tourcoing
FRA,FRTGD,Tourgville
FRA,FRTUF,Tours
FRA,FRTNF,Toussus-le-Noble
FRA,FRTRA,Trappes
FRA,FRTRK,Trboul
FRA,FRTBD,Trebeurden
FRA,FRTT2,Trehiguier-en-Penestin
FRA,FRTZM,Tremazan
FRA,FRTMU,Trentemoult
FRA,FRET2,tretat
FRA,FRTGT,Trgastel
FRA,FRTRE,Trguier
FRA,FRTT3,Trlvern
FRA,FRTJE,Trouville-sur-Mer
FRA,FRQYR,Troyes
FRA,FRTVG,Trvignon
FRA,FRTTU,Tudy
FRA,FRUCK,Uckange
FRA,FRUAT,UtahBeach
FRA,FRVAZ,Val-d'Isre
FRA,FRVAF,Valence
FRA,FRVAL,Valenciennes
FRA,FRVP8,Valras-Plage
FRA,FRV9E,Valserhne
FRA,FRVNE,Vannes
FRA,FRVAR,Varangville
FRA,FRVXB,Vaux-en-Bugey
FRA,FRVRD,Verdun
FRA,FRVET,Vernouillet
FRA,FRV9S,Vernou-la-Celle-sur-Seine
FRA,FRVER,Versailles
FRA,FRVRU,Ver-sur-Mer
FRA,FRVEL,Vesoul
FRA,FRVR4,Veules-les-Roses
FRA,FRVM3,Veulettes-sur-Mer
FRA,FREVI,vian-les-Bains
FRA,FRVHY,Vichy
FRA,FRVS9,Vierville-sur-Mer
FRA,FRVLL,Villefranche-de-Rouergue
FRA,FRVFM,Villefranche-sur-Mer
FRA,FRVSS,Villefranche-sur-Sane
FRA,FRVSG,Villeneuve-Saint-Georges
FRA,FRVIL,Villepinte
FRA,FRVR5,Villerville
FRA,FRVQ7,Villesque-des-Corbires
FRA,FRVZ2,Vitrezay
FRA,FRVIT,Vitrolles
FRA,FRVTY,Vitry-sur-Seine
FRA,FRVTL,Vittel
FRA,FRVIZ,Vizille
FRA,FRVES,Vnissieux
FRA,FREVR,vry
FRA,FRWS2,Wissant
FRA,FRWOI,Woippy
FRA,FRYPJ,Yeuport/Joinville
FRA,FRYYO,Yport
GRC,GRACH,Acheloouekvoles
GRC,GRAXL,AchilleioMagnisias
GRC,GRACL,Achladi
GRC,GRADA,Adamantas
GRC,GRGIE,Aegio
GRC,GRAGA,Agathonisi
GRC,GRAAN,AgiaAnnaNaxou
GRC,GRAEF,AgiaEfimia
GRC,GRPIL,AgiaGalini
GRC,GRAGN,AgiaGaliniRethymnou
GRC,GRAKY,AgiaKyriakiKefalonias
GRC,GRTRK,AgiaKyriakiTrikeron
GRC,GRAGM,AgiaMarinaFthiotidas
GRC,GRGMA,AgiaMarinaGrammatikouAttikis
GRC,GRAMR,AgiaMarina(Leros)
GRC,GRAML,AgiaMarina,Leros
GRC,GRPEL,AgiaPelagiaKefalonias
GRC,GRAPE,AgiapelagiaKythiron
GRC,GRTDR,AgioiTheodoroiKorinthou
GRC,GRAGI,Agiokampos
GRC,GRAOR,AgiokamposOreon
GRC,GRAEN,Agion
GRC,GRAGE,AgiosEfstratios
GRC,GRGLI,AgiosGeorgiosLichadas
GRC,GRDOM,AgiosIoannisDomvrainas
GRC,GRAIM,AgiosIoannis,Piliou
GRC,GRGRA,AgiosIoannisRentis
GRC,GRAGK,AgiosKirykosIkarias
GRC,GRAKO,AgiosKonstantinosFthiotidas
GRC,GRAKI,AgiosKrykos
GRC,GRANI,AgiosNiklaos,Krti
GRC,GRANA,AgiosNikolaos(Anafi)
GRC,GRANK,AgiosNikolaos,Lasithi
GRC,GRANL,AgiosNikolaos(Lasithiou)
GRC,GRANM,AgiosNikolaos(Messinias)
GRC,GRANV,AgiosNikolaos,Volimon
GRC,GRASA,AgiosStefanos(Avlioton)
GRC,GRASF,AgiosStefanosCorfu
GRC,GRAGT,AgioTheodoroi
GRC,GRAGG,AgistriAiginas
GRC,GRAGD,AgnontasSkopelou
GRC,GRAGQ,Agrinion
GRC,GRAID,Aidipsos
GRC,GRAGL,AigialiAmorgou
GRC,GRAIN,Aigina
GRC,GRAIG,Aigio
GRC,GRALE,Alexandroupoli
GRC,GRAIO,Alimos
GRC,GRALM,Alimos
GRC,GRALI,Aliveri
GRC,GRLVR,Aliverio
GRC,GRAPA,Almyropotamos(Panagia)Evvoias
GRC,GRALO,Alonnisos
GRC,GRATS,Altsi
